 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
61,601,88.396,24.509,97,36,154,106.121,250.888,106.880,251.883,94.811,90,237,31,29,33.222,23.034,141.319,0.840,33.302,53126,89,0.027,-0.699,100.000,53126,92,242,138.652,23.612,1.442,0.693,0.925
62,653,118.874,20.426,117,48,170,814.926,258.339,814.690,258.711,121.539,797,243,35,31,36.712,22.647,147.752,0.556,36.715,77625,121,-0.147,0.070,100.000,77625,799,250,150.642,25.222,1.621,0.617,0.843
63,1432,129.668,32.938,125,52,235,568.966,267.874,569.059,266.944,214.208,537,246,63,45,52.703,34.595,13.099,0.392,63.388,185684,130,0.082,-0.388,100.000,185684,537,266,6.340,42.343,1.523,0.656,0.755
64,589,75.674,21.738,60,28,130,748.682,258.288,748.566,259.657,96.326,731,247,35,22,35.042,21.401,177.324,0.798,35.511,44572,73,0.142,-0.734,100.000,44572,731,255,170.272,22.000,1.637,0.611,0.942
65,3761,81.020,40.038,44,12,207,74.800,304.600,73.604,312.856,320.090,42,250,67,96,86.409,55.418,89.306,0.461,97.494,304718,77,0.601,-0.481,100.000,304718,72,250,100.042,61.383,1.559,0.641,0.810
66,1196,77.247,24.026,60,28,146,485.809,270.787,484.317,273.202,151.924,462,251,48,43,54.499,27.942,37.708,0.651,53.263,92388,73,0.507,-0.491,100.000,92388,470,294,50.332,30.406,1.950,0.513,0.883
67,979,121.540,28.851,138,48,207,625.757,278.060,624.591,277.597,121.054,606,260,39,35,40.002,31.161,31.785,0.840,42.190,118988,121,0.037,-0.572,100.000,118988,607,289,31.430,33.900,1.284,0.779,0.926
68,1936,57.125,34.450,28,4,150,380.759,281.732,386.812,277.371,252.007,341,261,78,46,66.517,37.058,7.401,0.383,78.638,110594,40,0.757,-0.801,100.000,110594,341,284,7.306,45.112,1.795,0.557,0.805
69,745,136.856,21.934,142,65,207,758.597,288.339,759.128,288.290,112.953,742,275,36,31,34.918,27.166,20.883,0.734,36.878,101958,138,-0.025,0.553,100.000,101958,750,304,49.399,30.162,1.285,0.778,0.897
70,382,24.712,6.415,24,4,44,242.846,302.097,242.823,302.321,73.841,232,290,22,24,27.396,17.753,127.303,0.880,28.601,9440,24,-0.012,-0.282,100.000,9440,234,291,126.469,18.385,1.543,0.648,0.944
